番組	回	タイトル	再生	配信日	再生時間(分)	再生回数
heldio	1183	#1183. helwa オフ会生放送を helido で配信します！	<a href='https://voicy.jp/channel/1950/6019595'>play link</a>	2024/08/25	50	455
heldio	1182	#1182. 【緊急のご報告】研究社『英語語源辞典』新装版が重版決定！	<a href='https://voicy.jp/channel/1950/6016586'>play link</a>	2024/08/24	17	561
heldio	1181	#1181. 「英語史ライヴ2024」に向けて khelf インスタ広報を語る with 小田くん	<a href='https://voicy.jp/channel/1950/6016830'>play link</a>	2024/08/23	12	388
helwa	175	【英語史の輪 #175】語順の変異と変化	<a href='https://voicy.jp/channel/1950/6017798'>play link</a>	2024/08/22	19	92
heldio	1180	#1180. 『子供の科学』で日英語の基本語順について回答しました	<a href='https://voicy.jp/channel/1950/6010189'>play link</a>	2024/08/22	10	403
heldio	1179	#1179. 「英語史ライヴ2024」についてここまで話してしまいます --- 打合会議後の収録	<a href='https://voicy.jp/channel/1950/6010064'>play link</a>	2024/08/21	21	673
helwa	174	【英語史の輪 #174】高校生からの素朴な疑問 --- 川上さん通信 (8)	<a href='https://voicy.jp/channel/1950/6013789'>play link</a>	2024/08/20	19	88
heldio	1178	#1178. 千本ノック for 夏スク「英語史」 1時間	<a href='https://voicy.jp/channel/1950/6011301'>play link</a>	2024/08/20	5	788
heldio	1177	#1177. 英語とラテン語の言語接触 --- 今週末の朝カル講座「英語，ラテン語と出会う」に向けて	<a href='https://voicy.jp/channel/1950/6009280'>play link</a>	2024/08/19	10	291
heldio	1176	#1176. コメント返し 2024/08/18(Sun)	<a href='https://voicy.jp/channel/1950/6004661'>play link</a>	2024/08/18	25	525
helwa	173	【英語史の輪 #173】heldio の改善点をAIに訊いてみたら	<a href='https://voicy.jp/channel/1950/6002145'>play link</a>	2024/08/17	26	133
heldio	1175	#1175. 「英語史ライヴ2024」まであと3週間ほど --- 番組表（案）を公表します	<a href='https://voicy.jp/channel/1950/6002025'>play link</a>	2024/08/17	19	382
heldio	1174	#1174. なぜ音変化はそのとき，そこで起きたのですか？ --- 大学院生のための英語史	<a href='https://voicy.jp/channel/1950/6001397'>play link</a>	2024/08/16	20	556
helwa	172	【英語史の輪 #172】お盆休みのゆるっと配信 --- AI文字起こし編集で気づいた話し言葉の特徴	<a href='https://voicy.jp/channel/1950/6004281'>play link</a>	2024/08/15	24	96
heldio	1173	#1173. なぜ say の3単現形 says は「セズ」と発音されるのですか？ --- 中学生のための英語史	<a href='https://voicy.jp/channel/1950/5993753'>play link</a>	2024/08/15	19	850
heldio	1172	#1172. なぜ have, do の3単現形は has, does と変則的なのですか？ --- 中学生のための英語史	<a href='https://voicy.jp/channel/1950/5993615'>play link</a>	2024/08/14	13	822
helwa	171	【英語史の輪 #171】お盆休みのゆるっと配信 --- 最近の皆のhel活をご紹介	<a href='https://voicy.jp/channel/1950/5997331'>play link</a>	2024/08/13	20	68
heldio	1171	#1171. 自己紹介 --- 英語史研究者の堀田隆一です	<a href='https://voicy.jp/channel/1950/5992916'>play link</a>	2024/08/13	18	5336
heldio	1170	#1170. 古英語LINEスタンプ制作 --- 「英語史ライヴ2024」でのお披露目に向けての経過報告	<a href='https://voicy.jp/channel/1950/5987164'>play link</a>	2024/08/12	14	367
heldio		有料 英語史の古典的名著 Baugh and Cable を読む (56) Three Latin Influences on Old English	<a href='https://voicy.jp/channel/1950/5993281'>play link</a>	2024/08/11	25	40
heldio	1169	#1169. コメント返し 2024/08/11(Sun)	<a href='https://voicy.jp/channel/1950/5992338'>play link</a>	2024/08/11	30	550
helwa	170	【英語史の輪 #170】高校生からの素朴な疑問 --- 川上さん通信 (7)	<a href='https://voicy.jp/channel/1950/5992776'>play link</a>	2024/08/10	30	126
heldio	1168	#1168. 「英語史ライヴ2024」まであと1ヶ月を切りました	<a href='https://voicy.jp/channel/1950/5990351'>play link</a>	2024/08/10	10	254
helwa	169	【英語史の輪 #169】なぜ英語の語順はSVOなのか？という問題を深掘り	<a href='https://voicy.jp/channel/1950/5987407'>play link</a>	2024/08/08	20	103
heldio	1166	#1166. なぜ英語ではいつも主語が必要なの？ --- 中学生のための英語史	<a href='https://voicy.jp/channel/1950/5984372'>play link</a>	2024/08/08	10	1110
heldio		有料 英語史の古典的名著 Baugh and Cable を読む (55) Celtic Place-Names and Other Loanwords	<a href='https://voicy.jp/channel/1950/5984378'>play link</a>	2024/08/07	36	67
heldio	1167	#1167. 続・なぜ英語ではいつも主語が必要なの？ --- 中学生のための英語史	<a href='https://voicy.jp/channel/1950/5980249'>play link</a>	2024/08/07	16	469
heldio	1165	#1165. 見えざる手と言語変化の「漂流」 (drift)	<a href='https://voicy.jp/channel/1950/5982344'>play link</a>	2024/08/07	10	394
helwa	168	【英語史の輪 #168】最近のhel活で挑戦しようと思っていること	<a href='https://voicy.jp/channel/1950/5979662'>play link</a>	2024/08/06	20	101
heldio	1164	#1164. 交通渋滞，見えざる手，言語変化	<a href='https://voicy.jp/channel/1950/5979510'>play link</a>	2024/08/06	15	537
heldio	1163	#1163. 言葉って自然物ですか？人工物ですか？	<a href='https://voicy.jp/channel/1950/5979386'>play link</a>	2024/08/05	14	762
heldio	1162	#1162. コメント返し 2024/08/04(Sun)	<a href='https://voicy.jp/channel/1950/5971716'>play link</a>	2024/08/04	31	715
helwa	167	【英語史の輪 #167】history と story	<a href='https://voicy.jp/channel/1950/5971712'>play link</a>	2024/08/03	26	131
heldio	1161	#1161. 「英語史ライヴ2024」の準備状況を報告	<a href='https://voicy.jp/channel/1950/5975351'>play link</a>	2024/08/03	18	488
heldio	1160	#1160. 早速リスナーさんから寄せられたハイブリッド語をご紹介	<a href='https://voicy.jp/channel/1950/5970448'>play link</a>	2024/08/02	26	793
helwa	166	【英語史の輪 #166】8月の初回はいきなり生放送 --- 「英語史ライヴ2024」の最新情報	<a href='https://voicy.jp/channel/1950/5973348'>play link</a>	2024/08/01	43	38
heldio	1159	#1159. ハイブリッド語のおもしろい例をください --- 『ふらんす』8月号で英仏ハイブリッド語に触れています	<a href='https://voicy.jp/channel/1950/5970287'>play link</a>	2024/08/01	20	897
heldio	1158	#1158. 今野 真二　『日本語と漢字 --- 正書法がない言葉の歴史』　岩波書店〈岩波新書〉，2024年．	<a href='https://voicy.jp/channel/1950/1122240'>play link</a>	2024/07/31	13	701
helwa	165	【英語史の輪 #165】高校生からの素朴な疑問 --- 川上さん通信 (6)	<a href='https://voicy.jp/channel/1950/5730347'>play link</a>	2024/07/30	25	123
heldio	1157	#1157. 単語の借用は高きから低きへ	<a href='https://voicy.jp/channel/1950/1241726'>play link</a>	2024/07/30	14	745
heldio	1156	#1156. 教えて khelf 会長！ --- どうなるAI時代の語学教育？	<a href='https://voicy.jp/channel/1950/1151732'>play link</a>	2024/07/29	19	673
helwa	164	【英語史の輪 #164】helwa オフ会生放送 --- 尾崎萌子さんとの夕べ	<a href='https://voicy.jp/channel/1950/5490373'>play link</a>	2024/07/28	4	142
heldio	1155	#1155. コメント返し 2024/07/28(Sun)	<a href='https://voicy.jp/channel/1950/1152149'>play link</a>	2024/07/28	28	703
heldio	1154	#1154. 朝カル講座「現代の英語に残る古英語の痕跡」の直前配信	<a href='https://voicy.jp/channel/1950/1152034'>play link</a>	2024/07/27	17	629
heldio	1153	#1153. 『英語語源辞典』を読むシリーズ (8) --- khelf 藤原くんと king の項を精読する	<a href='https://voicy.jp/channel/1950/5160359'>play link</a>	2024/07/26	24	812
helwa	163	【英語史の輪 #163】helwa リスナー投票の結果を公表・講評 --- 2024年第2四半期版	<a href='https://voicy.jp/channel/1950/1121596'>play link</a>	2024/07/25	23	129
heldio	1152	#1152. 【速報】「英語史ライヴ2024」スポンサー，研究社との打合報告	<a href='https://voicy.jp/channel/1950/1151729'>play link</a>	2024/07/25	24	771
heldio	1151	#1151. 動名詞の統語論はさまざまだった	<a href='https://voicy.jp/channel/1950/1151592'>play link</a>	2024/07/24	15	797
helwa	162	【英語史の輪 #162】ローマ字のダブルスタンダードを考える	<a href='https://voicy.jp/channel/1950/5070340'>play link</a>	2024/07/23	21	134
heldio	1150	#1150. 動名詞の統語論とその歴史 --- His/Him speaking Japanese surprised us all.	<a href='https://voicy.jp/channel/1950/1151424'>play link</a>	2024/07/23	15	952
heldio	1149	#1149. It's me. の me --- 英語史上の「代名詞交替」	<a href='https://voicy.jp/channel/1950/4830329'>play link</a>	2024/07/22	16	912
heldio		有料 英語史の古典的名著 Baugh and Cable を読む (54) The Celtic Influence	<a href='https://voicy.jp/channel/1950/1121021'>play link</a>	2024/07/21	25	61
heldio	1148	#1148. コメント返し 2024/07/21(Sun)	<a href='https://voicy.jp/channel/1950/1151150'>play link</a>	2024/07/21	31	734
helwa	161	【英語史の輪 #161】高校生からの素朴な疑問 --- 川上さん通信 (5)	<a href='https://voicy.jp/channel/1950/1151143'>play link</a>	2024/07/20	20	101
heldio	1147	#1147. 日常の英語史・英語学 --- khelf 疋田くんの新シリーズ	<a href='https://voicy.jp/channel/1950/1240182'>play link</a>	2024/07/20	14	667
heldio	1146	#1146. khelf 広報班の活動紹介 --- なかの人たちの声	<a href='https://voicy.jp/channel/1950/1299395'>play link</a>	2024/07/19	22	647
helwa	160	【英語史の輪 #160】「英語史ライヴ2024」への参加を正式に募集します（生配信）	<a href='https://voicy.jp/channel/1950/1150898'>play link</a>	2024/07/18	48	70
heldio	1145	#1145. 重大告知 --- khelf 主催「英語史ライヴ2024」の出演者と協賛社の発表	<a href='https://voicy.jp/channel/1950/1299383'>play link</a>	2024/07/18	21	669
heldio	1144	"#1144. なぜ ""have a look"" のような表現が現われたのか --- composite predicate をめぐる秋元実治先生との対談"	<a href='https://voicy.jp/channel/1950/3990330'>play link</a>	2024/07/17	27	1107
helwa	159	【英語史の輪 #159】helwa のリスナー投票とコメント返し	<a href='https://voicy.jp/channel/1950/1299335'>play link</a>	2024/07/16	27	122
heldio	1143	#1143. 教えて khelf 会長！ --- 言語学的センスを磨く方法は？	<a href='https://voicy.jp/channel/1950/1239330'>play link</a>	2024/07/16	14	712
heldio		有料 英語史の古典的名著 Baugh and Cable を読む (53) Contact of English with Other Languages	<a href='https://voicy.jp/channel/1950/4290321'>play link</a>	2024/07/15	30	59
heldio	1142	#1142. 7月27日（土），岡本広毅さんの朝カルのシリーズ講座「西洋中世主義 --- 暗黒中世に宿りしファンタジー」が開講されます	<a href='https://voicy.jp/channel/1950/1239801'>play link</a>	2024/07/15	31	724
heldio	1141	#1141. コメント返し 2024/07/14(Sun)	<a href='https://voicy.jp/channel/1950/4200309'>play link</a>	2024/07/14	30	730
helwa	158	【英語史の輪 #158】h に関する逆千本ノック	<a href='https://voicy.jp/channel/1950/4200312'>play link</a>	2024/07/13	28	137
heldio	1140	#1140. 7月27日（土），朝カルのシリーズ講座第4回「現代の英語に残る古英語の痕跡」が開講されます	<a href='https://voicy.jp/channel/1950/1150132'>play link</a>	2024/07/13	14	555
heldio	1139	#1139. イディオムとイディオム化 --- 秋元実治先生との対談 with 小河舜さん	<a href='https://voicy.jp/channel/1950/1298775'>play link</a>	2024/07/12	28	1178
helwa	157	【英語史の輪 #157】言語の不変化について考える	<a href='https://voicy.jp/channel/1950/1239585'>play link</a>	2024/07/11	19	97
heldio	1138	#1138. heldio 2024年第2四半期のリスナー投票開票結果	<a href='https://voicy.jp/channel/1950/1149843'>play link</a>	2024/07/11	16	627
heldio	1137	#1137. 教えて khelf 会長！ --- Yes, this is! 問題を語る	<a href='https://voicy.jp/channel/1950/1298524'>play link</a>	2024/07/10	16	741
helwa	156	【英語史の輪 #156】言葉を「追加する」や「決める」という発想を考える	<a href='https://voicy.jp/channel/1950/1149554'>play link</a>	2024/07/09	20	92
heldio	1136	#1136. 言語の「カテゴリー」（範疇）って何？	<a href='https://voicy.jp/channel/1950/1239215'>play link</a>	2024/07/09	23	1001
heldio	1135	#1135. 斉一論の原則 --- 状態のことか過程のことか	<a href='https://voicy.jp/channel/1950/1149437'>play link</a>	2024/07/08	14	659
heldio	1134	#1134. コメント返し 2024/07/07(Sun)	<a href='https://voicy.jp/channel/1950/1239001'>play link</a>	2024/07/07	20	601
helwa	155	【英語史の輪 #155】helwa 英語史コンテンツ企画 for 英語史ライヴ	<a href='https://voicy.jp/channel/1950/1298169'>play link</a>	2024/07/06	20	100
heldio	1133	#1133. 斉一論の原則 --- 地質学から言語学への応用	<a href='https://voicy.jp/channel/1950/1268940'>play link</a>	2024/07/06	15	697
heldio	1132	#1132. 斉一論の原則	<a href='https://voicy.jp/channel/1950/1118926'>play link</a>	2024/07/05	17	747
helwa	154	【英語史の輪 #154】高校生からの素朴な疑問 --- 川上さん通信 (4)	<a href='https://voicy.jp/channel/1950/3570318'>play link</a>	2024/07/04	20	114
heldio	1131	#1131. 宗宮喜代子（著）『歴史をたどれば英語がわかる』（開拓社，2024年）	<a href='https://voicy.jp/channel/1950/1148955'>play link</a>	2024/07/04	15	739
heldio	1130	#1130. 教えて khelf 会長！ --- 新シリーズののろし	<a href='https://voicy.jp/channel/1950/1118676'>play link</a>	2024/07/03	20	687
helwa	153	【英語史の輪 #153】先日の学会の振り返り --- 小河舜さんと khelf メンバーとともに	<a href='https://voicy.jp/channel/1950/1148860'>play link</a>	2024/07/02	36	150
heldio	1129	#1129. heldio 2024年第2四半期のベスト回を決めるリスナー投票（1人10票，7月9日まで投票受付）	<a href='https://voicy.jp/channel/1950/1297559'>play link</a>	2024/07/02	18	588
heldio	1128	#1128. コメント返し 2024/07/01(Mon)	<a href='https://voicy.jp/channel/1950/1238291'>play link</a>	2024/07/01	33	886
helwa	152	【英語史の輪 #152】初！　学会でリスナーさんとの交流	<a href='https://voicy.jp/channel/1950/1268303'>play link</a>	2024/06/30	16	98
heldio	1127	#1127. 助動詞の英語史アレコレ	<a href='https://voicy.jp/channel/1950/1118330'>play link</a>	2024/06/30	12	946
heldio	1126	#1126. 世にも奇妙な「過去現在動詞」	<a href='https://voicy.jp/channel/1950/1118233'>play link</a>	2024/06/29	16	903
heldio	1125	#1125. 「はじめての古英語」第9弾のアフタートーク	<a href='https://voicy.jp/channel/1950/1237090'>play link</a>	2024/06/28	12	550
helwa	151	【英語史の輪 #151】高校生からの素朴な疑問 --- 川上さん通信 (3)	<a href='https://voicy.jp/channel/1950/1268023'>play link</a>	2024/06/27	20	94
heldio	1124	#1124. 「はじめての古英語」第9弾 with 小河舜さん&まさにゃん&村岡宗一郎さん	<a href='https://voicy.jp/channel/1950/2850366'>play link</a>	2024/06/27	38	1845
